device_make	device_model	_col2
GSL	ZTAB020	218
DW	A15_PRO	292
WHOOP	TAB-10US	194
Hisense	Hisense Y82 Pro	74
TCL	T432W	126
incar	TAB_10	141
HUAWEI	CLS-AL00	7
Mobiwire	Black 1	50
DIALN	S8	19
N-one	Npad X	28
samsung	SM-A605K	58
TECNO MOBILE	TECNO Mobile BG7n	194
Allwinner	P3_10	25
KONKA	X108	11
FOSSiBOT	onpad extreme	45
incar	D-01	5
samsung	SM-T355	23
Casper	L20	37
skythtek	ALFA_10RC	9
SSmooth	Smooth 6.5	20
T1200	T1200	22
Fox_and_Sheep	C66	8
Fivahiva	YY_766A_EEA	8
MLOGIX	8ML_08G	1
AIWA	TAB-1100	2
iHunt	iHunt S24 Xtreme	1
Teclast	M30_Pro_ROW	2
RIZZEN	X1x	1
samsung	SM-X200	159060
motorola	moto g53 5G	18075
motorola	moto g stylus 5G - 2023	8561
samsung	SM-M236B	6260
ITEL	itel A671LC	1021
motorola	moto g(8) plus	4701
samsung	SM-M115F	16470
vivo	vivo 1902	4317
OnePlus	HD1903	798
samsung	SM-S916U1	1638
Sony	SO-54C	507
asus	ZB631KL	53
samsung	SM-T867U	1442
OnePlus	ONEPLUS A6010	3147
INFINIX	Infinix X6710	854
HUAWEI	ANE-AL00	66
samsung	SM-A5260	756
MOBIWIRE	A50UNS	257
BLU	B170D	960
DOOGEE	S98Pro	367
HUAWEI	AGS3K-L09	134
OPPO	CPH1983	649
deejoy	K7_A102	57
UMIDIGI	TG3DBG1MA	73
Dialn	X65	32
Sony	XQ-BT52	956
Infinix	Infinix HOT 4	37
TECNO	TECNO PR651	609
KYOCERA	A001KC	211
Blackview	Tab 10 WiFi	289
ES10	ES10	15
LGE	LGM-G600L	212
vivo	V2504	63
HTC	HTC U Ultra	10
ATOZEE	T30MAX	9
samsung	SM-A215W	65
DW	Pad6S Pro	19
OTEETO	K10	24
LGE	LGT31	9
PEICHENG	Q8K PRO	1
S31	S31	4
Innovatech	LeoPad_10	2
amzn	Fire HD10	1
samsung	SM-S901B	34037
samsung	SM-X210	325984
vivo	V2031_21	1051
samsung	SM-S906U	8605
OnePlus	LE2101	6792
samsung	SC-02J	611
OnePlus	GM1901	2729
realme	RMX1921	3969
SHARP	SH-53E	690
Xiaomi	POCO X2	1373
samsung	SM-G973U1	3032
samsung	SM-T297	367
SPA Condor Electronics	Allure M3 Lite	59
ATMPC	IT_701A	970
samsung	SM-F741W	176
HUAWEI	AGR-W09	308
ZUUM	SENS M1	31
DOOGEE	T20S	373
OPPO	CPH2651	385
Hisense	Hisense E71	505
samsung	SM-X516N	116
TCL	T771A	11
samsung	SM-E566B	64
samsung	SCG21	57
TCL	SH-C03	39
samsung	SM-T727R4	26
OTEETO	K7	328
TYD	TYD-109_Pro	353
Xiaomi	2106118C	113
Ulefone	Note 10P	154
OUKITEL	WP39	113
alps	PRO13	7
HMD Global Oy	TA-1000	4
LT_Mobile	LT-E6707	6
AngelTech	E109GCM	62
HOTWAV	T7	86
samsung	SM-T818V	22
samsung	SM-G900W8	24
SEGO	ZERO 50	12
samsung	SM-G935U	81
vsmart	Live	45
SHARP	808SH	45
Smartbarry	B91	25
Innovatech	S30	12
JoyStar	JoyStar_J10	5
samsung	SM-T830X	28
UMIDIGI	RP03	41
DGTEC	DG101TPKS	4
alps	iPad Air pro	1
LGE	LG-H915	11
i-PLUS	Nu65	7
Electron	SW3299T-4K	1
S25	Tab_S25_Ultra_Pro	1
ITEL MOBILE LIMITED	itel W6004P	1
incar	SP3701	4
DOOGEE	U10	1061
samsung	SM-A146U	23403
Google	Pixel 5	3205
samsung	SM-J737U	44
INFINIX	Infinix X6720B	1863
OPPO	CPH2695	11448
BMAX	I10_Plus	2563
motorola	moto g45 5G	23059
samsung	SM-G5700	58
TCL	9138S	172
samsung	SM-A600FN	7029
LENOVO	TB305XU	77
hena	KL2108NBE	34
INFINIX MOBILITY LIMITED	Infinix X653C	1204
realme	RMX3471	3578
General Mobile	G514	875
LENOVO	A101LV	2800
HMD Global	Nokia X30 5G	736
Xiaomi	Redmi 6	2118
WALTON DIGI-TECH INDUSTRIES LIMITED	Orbit Y20	92
Google	volteer	81
samsung	SM-A205GN	332
ZTE	MO-01K	321
asus	ASUS_I01WD	163
HUAWEI	AGS2-AL00HN	51
realme	RMX2042	233
HUAWEI	INE-LX2r	226
Xiaomi	2407FPN8ER	43
F-Plus	SP65_66440	849
vivo	V2162	338
ANT DAO TECHNOLOGY LIMITED	B2 Pro	328
Teclast	T50Pro_W_ROW	51
TCL	6125D_TR	114
helio	helio 40	83
CLOVERTEK	Clovertek_G12	30
ZTE	ZTE Blade A31	173
samsung	SM-T280	12
realme	RMX3995	149
CWOWDEFU	S28	23
Blackview	BV6800Pro_RU	3
Cidea	CM522	4
Rizzen	Novatab	15
A-gold	BV9700Pro	26
alps	V62	4
asus	ZS661KS	8
WOZIFAN	W10_T_US	14
vivo	vivo 1808i	2
vivo	vivo Y71	7
SIGMA_MOBILE	X-TREME_PQ38	1
coolpad	X20	15
alps	X13PRO	2
HYUNDAI	10WB2	2
OPPO	NoviSea A10	4
alps	Q8	2
rockchip	SBM11011	2
Starlight	Star_Mix_2	1
CWOWDEFU	C70W	1
samsung	SM-A725F	20073
samsung	SM-A566B	24132
Xiaomi	2201117PG	13299
Xiaomi	XIG02	4378
OnePlus	GN2200	2425
HUAWEI	INE-LX2	816
SHARP	SH-RM12	799
Blackview	Tab 80 Kids	2389
OPPO	CPH1719	127
ZTE	P601	478
TCL	T614SP	256
motorola	moto z3	139
samsung	SM-G930W8	198
HUAWEI	AGS2-W19	156
COLORROOM	C5	580
INONE	AEOP520	286
OUKITEL	WP5 Pro	269
Mookia	MM10A	56
Nothing	A065	828
Sony	A402SO	322
Mobicel	Vodacom Smart Tab 8	609
ALPHAWOLF	L2	181
ThinkAcademy	T100	20
LAVA	LAVA LZG404	29
samsung	SM-N970W	119
samsung	SM-N920S	64
Compaq mobile	Q6	285
CUBOT	POCKET 3	72
AvidPad	A90S	133
TCL	T507D	136
motorola	Lenovo K13	143
Ulefone	Armor 10 5G	32
Crosscall	Core-M5	62
BLU	S91	53
HUAWEI	PAL-LX9	13
TECNO MOBILE LIMITED	TECNO KB8	5
HUAWEI	TRT-L53	3
incar	Star10_3G	56
AIWA	AWPM116T	4
Blackview	MEGA 8	5
motorola	Moto Z2 Play	26
AC	CM7000plus	5
LeBest	L2	2
Lava	LAVA_R1s	1
Xiaomi	2312FPCA6G	20656
samsung	SM-S938B	30353
samsung	SM-A047F	29814
realme	RMX3760	69393
HONOR	JDY-LX3	2436
LGE	LM-V350N	131
HUAWEI	BTKR-W09	1498
INFINIX MOBILITY LIMITED	Infinix X650C	5681
samsung	SM-S906B	7611
realme	RMX5085	203
HONOR	NTN-LX1	9128
Sony	SO-41B	734
VGOTEL	NEW 24	429
HMD Global	Nokia X10	993
INOI	inoiPad 128+4GB Wi-Fi+4G	61
vivo	vivo 1713	368
Alldocube	iPlay60_S	423
walton	Primo S8 mini	235
Micromax	IN_Note2	33
HUAWEI	MRX-W09	70
ATOZEE	TAB9	492
General Mobile	G700	473
HUAWEI	CPN-L09	123
SMART PRODUCTS CONNECTION SA	S22_EEA	173
Aspera_Mobile	ASPERA_R10	2
INOI	inoiPad Pro	315
incar	INFINITY_PRO	4
INFINIX MOBILITY LIMITED	Infinix X5516C	18
Teclast	T45HD_EEA	125
OSCAL	Pad 50 WiFi	15
Kruger_Matz	Eagle_807	190
BMAX	I11_Power	8
KYOCERA	KYV45	31
vivo	V2130A	1
Quantum	Quantum Yolo Plus	42
BLU	G60	7
CHUWI	HiPadPro	13
Google	Samsung Chromebook Pro	5
AOCWEI	X800_EEA	1
LENOVO	Lenovo YT-X703X	1
MITO	MITO_A37_Z1	6
G9000	G9000	3
Tagtech	Tagphone plus	4
SONY	XQ-BE42	2
Allwinner	A133	5
N20	N20	2
Ovion	V20 PRO	2
Realme	RMX1941	2349
SHARP	SH-M24	413
HONOR	VNA-LX3	504
samsung	SM-A032F	23587
HMD Global	Nokia 7 plus	794
samsung	SM-A606Y	303
OPPO	CPH1723	3058
OnePlus	CPH2569	11512
vivo	V2253	12524
realme	RMX2061	3540
samsung	SM-M045F	4389
HMD Global	Nokia 5.3	854
samsung	SM-S937B	378
alps	SWOFY M503-Pro	38
samsung	SM-T630	415
vivo	V2109-EG	428
realme	RMX3563	460
Xiaomi	25040RP0AL	77
Xiaomi	unknown	1530
OnePlus	PJA110	33
samsung	SM-A305N	317
hotpepper	HPPAP33	5
samsung	SM-J727S	46
LGE	LM-Q910	90
samsung	SM-E426S	103
XHPAD	XHPAD	236
meanit	meanit K28	151
Blackview	Active 8	65
Deploy PVT Limited	Sparx NEO 9	43
vivo	vivo 2005	89
HUAWEI	DLI-TL20	82
TCL	9469X	52
LGE	LG-H850	59
alps	A16	7
HUAWEI	TGR-W10	2
Meizu	M5s	37
X18	X18	26
HMD Global	HMD KEY	12
WALTON	WALPAD_8G	5
Sigma_mobile	Tab A802	19
Teclast	M50mini_ROW	18
HONOR	MAG-AN00	1
BLU	S91 Pro	6
Yuho	TC1031	2
incar	P36	7
K12B	K12B	4
T900	T900	7
vivo	V2415A	3
samsung	SM-P355	3
TELZEAL	P100	1
LENOVO	Lenovo TB-7104I	2
SEGO	Smart_9	2
SHARP	X4-SH	1
Xiaomi	M2004J19C	53749
samsung	SM-E426B	1233
samsung	SM-G525N	724
realme	RMX3765	886
samsung	SM-E346B	3125
samsung	SM-S711N	466
Alldocube	iPlay50	364
HENA	GA8N2	770
realme	RMX5000	3989
Sony	SO-01K	1160
HUAWEI	ANA-LX4	127
LENOVO	TB371FC	1094
vivo	V1945A	106
KEMPLER_STRAUSS	ZKEMPLERPRO	14
TECNO	TECNO BG6h	1182
OnePlus	PGKM10	17
wheatek	Tab 10	963
samsung	Pro_Max15	1
OnePlus	IN2017	591
alps	Fanvace M31	64
HUAWEI	AGRK-L09	124
OTEETO	TAB12	109
HUAWEI	JDN2-W09	707
HMD Global	HMD Pulse Pro	766
incar	M10_R04	68
UMIDIGI	MT09	50
Kalley	Black_C	144
DIGMA	Optima 8259C 4G TS8286PL	52
Teclast	P30HD_ROW	61
LGE	LM-T605	35
Clementoni S.p.A.	CLEMPAD10_2023	205
Hisense	Hisense Infinity H72	119
Alldocube	iPlay_20	79
Cellcom	M20	13
LENOVO	Lenovo YT3-X50F	116
LENOVO	Lenovo TB-7305X	44
vivo	V2361A	276
LENOVO	Lenovo K53a48	95
Sony	SGP771	210
Sky_Devices	Elite OctaMax	90
IRIS_OHYAMA	TM102M4	25
CWOWDEFU	C82W_EEA	15
Alldocube	iPlay_40	149
e66	e66	7
SHARP	A105SH	93
reeder	P13 Blue Max Lite 2022	88
DIXON	TS-M105G-1	13
DOOGEE	S59Pro	23
vivo	vivo Y1s	10
Mobicel	EPIC PRO_2	46
KEEN	A83	7
MODIO	M40	40
Symphony	SYMTAB_80	4
ITEL	itel A507LMU	1
Tab 9	Tab 9	2
ZTE	P630	4
Fontel	FT800	13
CROSSCALL	Action-X3 Pro	5
TCL	9026T	2
alps	KJ5	1
motorola	moto g72	5646
OPPO	PEHM00	6210
samsung	SM-S911U1	1984
INFINIX	Infinix X6528B	22209
HONOR	CLK-LX3	10305
ZTE	Z2466	786
VIKUSHA	V-N6	108
ZTE	ZTE 2050	601
samsung	SM-G970U	7032
OnePlus	IV2201	13458
Google	Pixel 7 Pro	12699
samsung	SM-T290	9943
HUAWEI	HW-02L	1109
samsung	SM-S721U1	1344
vivo	V2333	12880
HUAWEI	AUM-L41	1666
JOYAR	100071483	957
vivo	V2125	1217
samsung	SM-A022F	1848
Sony	SO-52D	1471
Xiaomi	Redmi Note 7S	865
HUAWEI	EVR-L29	391
Symphony	Z60 plus	423
ZTE	ZTE Blade A5 2020RU	410
Teclast	T50	158
samsung	SM-C900F	180
COLORROOM	C20_ROW	152
wheatek	RT2	86
Hyundai Technology Inc	65PA1	2
AllCall	HERO_20_PRO	16
realme	RMX2185	156
Emdoor	LifeTabPlus	134
samsung	SM-G996W	367
Jlinksz	tablet	7
DOOGEE	S110	268
LT	LT-C3750	139
Symphony	ATOM4	5
incar	T40 Plus_EEA	87
Yulong	CP3706AS	1
ZUUM	AURA Z1	13
vivo	V2429A	26
YHKJ	K818	4
WALTON	Walpad_10H	2
Lenovo	Lenovo TB328FU	7
MOBIWIRE	LOGIC X57A	5
Sparx	S6	10
FIH	EC1002	1
FUJITSU	arrowsRX	7
HUAWEI	WGRR-W09	1
OPPO	PKC110	1
DJI	DJI RC Plus	2
X6 Pro	X6 Pro	3
F100	F100	1
samsung	SM-N960X	1
alps	SPARK 30 Pro	1
Positivo	T1085	1
HONOR	NDL-L09	12554
Xiaomi	M2101K7BL	12956
samsung	SM-S928U	24220
motorola	motorola one action	2043
motorola	moto g - 2025	11529
realme	RMX3201	11024
ITEL	itel A663LC	1972
realme	RMX3286	3522
HXY	A9 Pro	160
INFINIX MOBILITY LIMITED	Infinix X6811B	272
ITEL	itel P661N	2801
samsung	SM-T875N	178
INFINIX MOBILITY LIMITED	Infinix X680B	5484
TCL	T614D	526
samsung	SM-G556B	1071
LGE	LM-Q720	564
Sony	A101SO	36
samsung	SM-J250F	160
Blackview	BV4900Pro	188
INFINIX MOBILITY LIMITED	Infinix X6512	92
Sparx	Ultra 8	206
incar	1100AS	11
vivo	PA2511	11
TCL	9060G	242
nubia	NX679J	134
TECNO	TECNO CI8	177
DOOGEE	U10 Kid	182
BLU	BOLD K20	75
sprd	uis8581a2h10_Automotive	63
LENOVO	Lenovo TB-X605FC	390
A5-800	A5-800	27
AEEZO	TK809_EEA	148
TCL	8094X	79
A-1	A-1	77
Deploy PVT LTD	Sparx Neo 7	91
Xsmart	CORE_X	129
incar	CP20_MAX	14
nubia	Z2459	10
incar	X10	1
incar	M821-EEA	17
OPPO	PKV110	11
HUAWEI	HUAWEI TAG-L13	5
HUAWEI	DIG-L21HN	12
Hisense	Hisense E30	26
skythtek	P11_EEA	1
STK	X3	3
manufacturer	M30	1
ETELPREMIUM	E26	3
DW	SMART Hf20	1
alps	Y88	1
samsung	SM-A145F	40708
samsung	SM-S9080	1431
samsung	SM-A145M	27630
HONOR	TFY-LX3	6846
LAVA	T81	284
Amazon	KFONWI	13611
Blackview	Tab 13	3762
ZTE	Z2356	2210
samsung	SM-A336E	28479
samsung	SM-S926N	1669
samsung	SM-F415F	6386
samsung	SM-N950F	10308
Sony	SO-41A	1873
ZTE	Z2450	5824
incar	hoco_HI11	525
Positivo	T307G	1914
samsung	SM-T725	3681
OPPO	PJB110	32
samsung	SM-J600GT	738
OnePlus	BE2028	573
OPPO	CPH2099	246
Coosea	SN304AE	251
ZTE	Z2459	1251
samsung	SM-N976Q	367
Sony	A401SO	6
incar	Tab 11 WiFi	632
Hytera	PNC460	6
samsung	SM-P585M	185
ANT DAO TECHNOLOGY LIMITED	B1 Pro	45
vivo	vivo Y20s	296
incar	EasyTAB-64	86
TS102	TS102	11
Hyundai	HT10LC1MBKLTM01	41
HISORL	P80	230
OUKITEL	WP200 Pro	14
vivo	V2188A	18
incar	PlatinumTAB10V22	119
KYOCERA	705KC	48
incar	G10_EEA	40
Honeywell	CT30P	17
MobiWire	MobiGo2P	55
incar	F3	1
DEXP	Q210	22
OUKITEL	WP19 Pro	33
EagleSoar	E-764-EEA	8
samsung	SM-J510H	8
QQO	G15	19
Blackview	BV6200	9
MODIO	M127	7
bq	Aquaris M10	2
TS105	TS105	1
KODAK	D60LX	2
Sony	XQ-DE54	3
Amlogic	VONTAR X4	1
Google	Google Pixel Slate	2
Allwinner	QUAD-CORE T507	3
alps	i16_Pro_Max	1
ATOZEE	AT11K	1
itel	itel W6501	2
samsung	SM-S901E	18914
INFINIX	Infinix X6525	56693
samsung	SM-A135M	30827
JREN	JR-J10A	4562
OPPO	CPH1901	3233
vivo	vivo 1915	5022
HUAWEI	LLD-L31	3200
Google	staryu	580
POZZI	Turbo	95
samsung	SM-M305F	1836
INFINIX	Infinix X6827	1484
PAGRAER	Smart Phone	227
motorola	motorola edge 60 pro	912
SHARP	SHG10	90
samsung	SCG30	359
hotpepper	Pulla	960
samsung	SM-G7810	175
DOOGEE	S41T	128
OX TAB	Ox-10-13-1	9
HUAWEI	FLA-LX3	54
Teclast	T40HD_EEA	258
Skyth	GOPAD	261
INFINIX MOBILITY LIMITED	Infinix X622	230
SHARP	SH-RM19s	117
HONOR	VNE-AN00	13
Quantum	Quantum Q30	28
Ulefone	Tab W10	226
Lanix	Alpha 3V	2
HUAWEI	ELS-AN10	31
HEADWOLF	F6	12
ZTLEKE	P10	8
Deejoy	MID_1089IPS_EEA	4
DIGMA	PRO 1400E 4G RS1253PL	45
Kruger_Matz	LIVE 11	67
HONOR	KOZ-AL00	13
HMD Global	TA-1053	16
myPhone	Hammer_Energy_18x9	8
vsmart	Aris Pro	18
realme	RMX3820	20
HXY	A7S	4
Tablet	Tablet	8
samsung	SM-A215U1	18
LGE	LM-Q610(FGN)	4
SPA Condor Electronics	Plume L2 Pro	5
Sony	I4293	3
Maxwest	Astro 55T	1
incar	CP80K	5
HUAWEI	MRX-W29	4
Ulefone	Note 15	1
Coolpad	cp3648AT-alsadeq-772223533	1
XPPen	MNP1095	2
Google	Rockchip RK3288 Chromebook	1
BEBE-TAB	Cool-1	1
ZTE	ZTE 8030RU	1
COLORROOM	C30	2910
samsung	SM-A127F	75309
OPPO	CPH1931	9451
samsung	SM-G781N	532
realme	RMX3363	4828
OPPO	CPH2737	621
realme	RMX3171	2827
HONOR	NIC-LX3	200
VGOTEL	NOTE 24	213
Xiaomi	24074RPD2I	1723
Xiaomi	MI A3	7
samsung	SC-51D	1502
OPPO	OPD2102	263
samsung	SM-X216N	346
OPPO	CPH2309	369
FYD	muPAD102	743
incar	Y121-EEA	68
samsung	SM-A326BR	543
samsung	SM-A115U	794
INFINIX MOBILITY LIMITED	Infinix X662B	888
Blackview	Tab 90 WiFi	316
incar	Q2S	29
HUAWEI	WGR-W09	65
samsung	SM-S9060	604
TECNO MOBILE LIMITED	TECNO KG6k	789
Vortex	CG65	25
Xiaomi	Mi A2 Lite	1629
SP	Nova Pro Max	23
TCL	6027A	218
LENOVO	Lenovo YT-X703F	71
NEC	LAVIE Tab 9HD1	181
asus	ASUS_I003DD	177
TCL	T507U	46
Ulefone	Armor X8	22
vivo	vivo Y79A	18
TechLife	TLPADP04	46
AZW	GTKing	19
Symphony	Z55	74
ET03_Pro	ET03_Pro	15
Vortex	A24	30
ZTE	ZTE A7030RU	53
samsung	SM-G935P	34
vivo	vivo 1906_20	4
Cherry	AQUA TAB S1	16
BQru	BQ-6430L	10
incar	T50-EEA	4
Opel Mobile	SmartX65	19
realme	RMX3551	4
samsung	SM-X616N	1
HONOR	RKY-AN10	1
MobiWire	S61	13
TCL	T766H_TR	4
stack	X10	2
XSD	iPadAirPro	4
ZMX	X95	1
AYZ	K12	1
MODIO	M32	1
Xiaomi	2412DPC0AG	12239
samsung	SM-M205M	383
Xiaomi	21061119AL	4356
ITEL	itel A667LP	5694
samsung	SM-A245F	46590
Xiaomi	M2006C3MG	23998
INFINIX	Infinix X6852	1241
HONOR	ABR-NX1	4318
vivo	vivo 1814	1772
vivo	V2348	15706
SHARP	SH-M16	261
asus	ASUS_Z01MDA	93
samsung	SM-T735N	464
DREAMTECH	STARPAD PLUS	1304
vivo	V2035	1390
Plimpton	P8Pro	47
LAVA	LAVA LXX516	152
Blackview	Tab 13 Pro	691
OnePlus	NE2213	1474
HOMETECH	ALFA10TX_PRO	127
samsung	SM-T395N	40
LENOVO	TB132FU	1127
KRONO	NET_X2	133
amzn	Fire	218
YosaToo	F10	15
BQru	BQ-1036L	423
HUAWEI	AGS3-W09	270
OUKITEL	WP21	221
Meizu	15	36
ZTE	ZTE A2017G	84
RAVOZ	RAVOZ V9	28
TECNO MOBILE LIMITED	TECNO BD2d	26
samsung	SC-55B	48
hitabt	SY07-PC01	70
Blackview	A96	113
Oangcc	JH101	17
HMD Global	Nokia 2.2	18
LT	LT P9	14
FUFFI	Phone	12
Crosscall	Action-X5	38
QSmart	Smart 8	52
Google	Tangor	27
DIGMA	HIT 16 HS1003PL	18
samsung	SM-G930U	7
LASER	MID-10A15B-921	37
vivo	V1813BT	6
Mobicel	P5	3
asus	ASUS_I007D	2
vivo	V2279A	2
BLU	X5	1
Hisense	Hisense T1 Pro	2
HUAWEI	NEM-L21	1
vivo	V1938CT	10
MAXRON	MXPAD	4
realme	RMX2025	1
KB350	KB350	1
IKU	A7	1
vivo	V2109	28215
samsung	SM-A356E	82879
samsung	SM-T505	20568
realme	RMX2189	2998
samsung	SM-T503	1109
Blackview	Tab 60 Pro	2602
vivo	V2201	5570
HUAWEI	DNN-LX9	1051
HUAWEI	SHT-W09	1474
samsung	SM-F956U	2004
samsung	SM-T837T	743
OnePlus	LE2113	469
LGE	LG-H933	14
CUBOT	TAB_70	219
incar	P08	142
Xiaomi	2304FPN6DG	187
DOOGEE	N50Pro	914
TECNO MOBILE LIMITED	TECNO KE6j	221
nubia	NX729J	132
Sony	J9210	633
HUAWEI	BKK-AL10	331
OnePlus	BE2026	141
asus	P00A	150
HONOR	ELN2-L23	180
HMD Global	Nokia C20	471
TCL	T431D	627
benco	AE9010	174
OPPO	CPH2173	1355
incar	P20S_ROW	354
TCL	T676H	21
K110	K110	367
DIGMA_PRO	Spectrum TA2D0P02	194
positivo	T800	25
KAIDA	D115_EEA	35
Symphony	Symphony Z22	62
samsung	SM-S367VL	3
S410J	S410J	73
Xiaomi	mars	39
WO 12	WO 12	2
CHUWI	HiPad Plus	22
OPPO	A001OP	16
DEERTiME	E6_EEA	81
CORN	Coco10_Ultra_4G	12
Ulefone	Armor 23 Ultra	5
Kalley	Black_E	7
OSCAL	Pad 9	18
Rizzen	R10s	2
samsung	SM-N920V	13
OPPO	PEGM10	1
OUKITEL	C60 Pro	3
OPPO	CPH2541	12
IMG	SOLAR	8
Digiland	DL1039	4
ZONKO	K110_EEA	1
Blackview	A55	1
iKU	iKU A22	1
alps	D26	1
LGE	LM-K410	2830
realme	RMX3388	4836
INFINIX	Infinix X6836	13559
vivo	V2432	7196
samsung	SM-S166V	5129
NEC	LAVIE Tab E 10FHD1	545
INFINIX	Infinix X6831	18648
samsung	SM-M145F	4516
samsung	SM-A107F	7386
Hyundai Technology Inc	10WB3	57
OPPO	CPH1893	1408
samsung	SM-T575N	162
INFINIX	Infinix X6851	4099
TECNO MOBILE LIMITED	TECNO LE7	2790
motorola	moto e(6) plus	2257
Wingtech	T Tablet	5103
asus	ZE620KL	121
ITEL MOBILE LIMITED	itel S661LP	1022
Xiaomi	MI MAX 2	1420
Xiaomi	Redmi 5	1072
INFINIX	Infinix X6716B	34
HENA	M17QF21W	480
Teclast	T50Max_EEA	388
samsung	SM-A705YN	306
ACER	AC81	81
realme	RMX3706	84
samsung	SM-A336N	172
SHARP	SH-01L	60
Mobicel	RX PRO	256
Blackview	BV9500	152
Dghrti	TAB20_EEA	406
DOOGEE	V20	56
ZONKO	D105	162
VOVE	Mate 60 pro	58
Wishtel	IRAW801I	23
GreenLion	G-8 PRO	11
Welcome	S23+ Ultra	17
LENOVO	Lenovo TB-X704F	662
TECLAST	M40_ROW	135
samsung	SM-P555	30
Blackview	Active 10 Pro	240
ZIOVO	Z118_EEA	33
LFE	F30	23
samsung	SAMSUNG-SM-G925A	46
Huawei	Nexus 6P	53
LFE	E1035	70
LT_mobile	LT S33	66
nubia	NP05J	4
LOGIC	LOGIC_T10L_PLUS	37
SHARP	SHV40	30
NEC	LAVIE Tab E 8FHD1	9
Google	Fire	17
HUAWEI	EML-AL00	7
NOTEBOOK12PRO	NOTEBOOK12PRO	4
hena	Bush10Nou	1
HUAWEI	CPN-W09	1
alps	k39tv1_bsp	1
OnePlus	PJX110	1
WALTON	Orbit Y11	1
Pova 5 Pro	pop	1
Xiaomi	M2006C3LG	21480
Xiaomi	23106RN0DA	56237
samsung	SM-A166B	21439
Sony	SO-02J	267
vivo	V2336	19645
TCL	T506T	40
OnePlus	KB2001	3423
TECNO MOBILE LIMITED	TECNO KC3	1068
OPPO	CPH2203	5377
samsung	SM-G990W	1445
TECNO	TECNO CI8n	4200
INFINIX MOBILITY LIMITED	Infinix X665B	2526
samsung	SM-F956N	1428
HOOZO	MID	636
vivo	V2054	911
vivo	V2157	186
motorola	moto g(50)	604
incar	Q8K	141
UMIDIGI	UMIDIGI G9T	105
HUAWEI	GLA-LX1	121
Xiaomi	M2012K11C	10
SPC	GRAVITY 5 SE	293
OPPO	PBFM00	255
KADYBE	D115	205
skythtek	1016TPC	402
asus	ASUSAI2501C	89
samsung	SM-S115DL	39
fezawio	F11_EEA	292
ZTE	ZTE 9046	123
TCL	5102O	3
ZTE	A75 Pro 5G	63
OUKITEL	C61 Pro	7
iGET	SMART_L20X	17
helio	helio 100	11
DEERTiME	E9_US	77
OUKITEL	WP10	63
CTX	S23 Ultra	52
vivo	I2022	19
Xiaomi	2304FPN6DC	18
alps	Y10 PLUS	1
samsung	SM-A102W	5
Argos	Alba10Q	8
vivo	vivo Y11	11
KonnectONE	m2307	11
INOI_Limited	A140	1
Ulefone	Note 21	13
samsung	SM-J737VPP	14
LT_mobile	LT E18	10
M66-Pro	M66-Pro	1
DIGMA	Optima 10 Z802 4G TS1229PL	1
Sony	G3416	1
Teclast	P80X_ROW	4
alps	GT70 Ultra	1
incar	TPC-G1010	1
AC	CM8000plus	1
FireBoltt 220	FireBoltt 220	1
samsung	SM-A165N	9428
motorola	motorola edge 40 neo	14642
HONOR	NTN-L22	1642
OPPO	CPH2343	7425
Xiaomi	POCOPHONE F1	2903
samsung	SM-A235N	3818
ZTE	Blade A52 Pro	394
INFINIX MOBILITY LIMITED	Infinix X660	147
Caxilysh	A10	829
samsung	SM-A536W	1764
Sony	XQ-BC72	166
ITEL	itel A667L	384
realme	RMX3701	151
HUAWEI	BKK-L21	1238
vivo	I2217	294
alps	S24 Ultra	322
ZTE	ZTE Blade V10 Vita	51
vivo	vivo 1929	459
SKYEGG	K15_EEA	51
BLU	G61	181
OPPO	PHJ110	306
DEXP	K51	440
Casper	VIA_F20	84
Google	Intel Apollo Lake Chromebook	60
Xiaomi	2405CRPFDI	198
Blackview	BV4800 Pro	53
KRONO	NET HIT	19
Logicom	TAB130	16
ZUNYI	Smart Phone	168
asus	ASUS_A006	6
TCL	6156D	352
Teclast	M40Plus_EEA	87
HTC	601HT	8
OPPO	CPH2499	58
alps	Hot 30	99
GDL	GDL Xtreme 4	15
PL280	Maximus4.0	7
SUNMI	V2s_GL	1
asus	ASUSAI2501B	3
OPPO	PCPM00	2
vivo	V2302A	6
LGE	L-01L	7
LGE	LG-H871S	1
Welcome	i16 PRO MAX	8
CALME	4G Cloud	1
S54	S54	2
ShenZhen Electron Technology CO.,LTD	RK3588	2
OPPO	PCAT10	1
TCL	9027W	1
HONOR	BRC-AN00	1
samsung	SM-A500F	1
samsung	SM-F946U	3139
samsung	SM-A705FN	16348
samsung	SM-S908U1	5500
Sony	SO-02L	866
samsung	SM-S931N	1985
samsung	SM-M105M	511
oukitel	OT6 Kids	144
samsung	SC-52D	282
DIGMA	CITI 1314C 4G CS1275PL	108
HONOR	BRC-NX1	4115
samsung	SC-53D	2285
HONOR	GFY-LX2P	4115
OSCAL	C30 Pro	219
samsung	SM-G715U1	403
HMD Global	Nokia G400 5G	478
samsung	SM-G935T	373
Sony	A001SO	77
INFINIX MOBILITY LIMITED	Infinix X655	127
incar	T10Pro	223
LGE	LM-Q710.FG	56
Kodak	DG8JCTBGN	39
Blackview	BV7200	296
TECNO	TECNO PR651H	60
realme	RMX2202	378
samsung	SM-G766U	1
